Provider	SDeathN	SDeathR	LungN	LungR	ClotN	ClotR	SplitN	SplitR	CutsN	CutsR	HADeathR	HADeathN	HFDeathR	HFDeathN	PDeathR	PDeathN
310061	46	156.17	5773	0.33	900	6.35	180	1.43	5952	1.68	14.8	133	10.8	315	11	179
310064	217	121.55	20465	0.18	5336	5.11	392	0.39	21443	1.12	15	542	9.6	1017	10.3	681
310069	21	NA	3370	0.42	738	4.18	93	2.65	3591	2.41	13.3	91	10.7	252	10.5	223
310070	146	109.09	10507	0.33	2975	11.49	537	0.96	11062	1.52	16.7	186	11.1	451	10.5	411
310073	234	135.57	21688	0.37	7204	3.35	625	1.22	23829	3.47	14.3	504	8.3	1282	8.4	589
310074	46	130.76	7773	0.34	1305	1.6	134	0.63	8083	1.15	16.3	191	8.7	387	12.1	129
310075	73	107.99	9083	0.21	1867	7.63	313	0.48	9361	1.25	13.6	160	11.1	477	11	310
310076	263	121.51	18169	0.38	5650	9.66	839	1.02	19359	2.89	13.6	385	10.3	956	11.5	648
310081	60	121.08	10667	0.35	1826	4.24	254	1.17	11167	1.27	12.7	282	11.9	702	11.6	499
310083	18	NA	6298	0.2	531	5.92	76	1.64	6475	0.97	10.4	141	7.3	281	9.5	178
310084	58	101.39	9081	0.15	807	5.11	135	1.49	9523	0.95	13.8	247	10.5	523	8.9	421
310086	116	118.63	23594	0.29	3067	3.69	415	0.89	24725	1.21	16.7	442	10.8	1204	10.3	1120
310091	24	NA	5286	0.36	534	6.99	84	0.75	5425	1.66	16.3	89	10.2	231	13.4	259
310092	104	101.54	7082	0.23	1218	7.33	125	1.47	7404	1.13	15.5	65	11.8	233	11.2	203
310096	129	113.09	10270	0.32	2779	4.28	192	1.34	10998	1.27	14.4	115	8.7	492	11.6	172
310108	235	76.45	15944	0.46	3488	20.05	508	0.33	16427	1.52	16.8	411	13.7	1054	14.5	836
310110	72	152.44	11233	0.17	2011	2.7	351	0.43	11865	2.22	16.4	265	11.2	654	12.5	476
310111	89	122.55	11456	0.4	2340	3.53	445	0.84	11996	2.82	14.3	228	9.7	628	10.5	694
310112	49	106.63	7692	0.19	1023	2.29	131	0.61	7913	1.58	15	280	11.2	449	10.3	408
310113	65	128.91	6588	0.35	1196	3.67	228	0.5	6934	1.11	14.6	206	12.1	458	10.7	394
310115	43	123.35	4592	0.2	707	6.74	104	1.62	4693	1.87	13.8	144	9.9	323	12.1	152
310118	5	NA	2294	0.34	258	3.18	55	0.82	2357	1.6	14.7	35	11.2	158	11.9	143
310119	171	132.7	6193	0.35	1858	7.65	236	1.24	6497	1.41	15.5	54	10.8	124	10	78
320001	175	111.28	6944	0.22	2667	6.59	425	3.14	7533	3.29	16.1	128	11.4	119	14	149
320002	99	128.86	6331	0.44	1717	3.38	225	0.51	6677	2.29	13.7	215	12.2	208	11.6	286
320003	10	NA	1532	0.3	180	5.51	40	0.8	1582	1.38	NA	14	11.1	82	13.2	127
320004	21	NA	3363	0.4	904	5.39	89	0.71	3367	2.07	17.2	29	11.8	105	13.1	164
320005	99	131.91	7288	0.2	2193	2.2	240	0.45	7824	2.26	15	190	14.7	296	11.6	399
320006	23	NA	3800	0.41	668	3.93	54	0.8	3949	2.53	16.5	133	12.6	146	13.9	262
320009	206	91.4	7224	0.36	2765	8.09	393	0.89	7647	0.75	16.3	229	11.2	214	12.7	127
320011	8	NA	1373	0.31	243	2.82	61	1.77	1430	1.32	NA	8	11.4	50	11.8	108
320013	13	NA	1780	0.3	229	6.46	55	1.86	1834	2.82	NA	9	11.1	59	14.8	164
320016	15	NA	2060	0.3	496	2.72	104	1.6	2179	4.11	NA	21	11.7	106	13.3	145
320017	13	NA	1741	0.3	596	3.54	94	0.73	1827	2.43	NA	8	10.6	27	11.8	72
320018	109	146.18	6490	0.41	2129	6.15	281	2.99	7076	1.46	14.3	174	13.6	213	12	376
320021	338	120.91	18513	0.51	6626	6.16	933	0.79	19240	2.71	14.3	425	11.5	424	14.2	591
320022	13	NA	2833	0.54	534	3.17	110	0.73	2911	2.05	15.3	39	14.1	125	13.5	204
320030	3	NA	838	0.33	24	NA	9	NA	871	1.77	NA	16	11.6	37	10.1	96
320033	7	NA	829	0.42	159	4.98	41	0.83	862	2.59	NA	4	11.7	34	10.6	69
320038	16	NA	1956	0.39	357	2.6	31	0.87	2027	1.33	NA	14	12.5	80	11.5	203
320057	NA	NA	93	0.34	4	NA	NA	NA	93	2	NA	NA	NA	NA	NA	6
320058	NA	NA	110	0.34	NA	NA	NA	NA	115	2.04	NA	NA	NA	2	NA	22
320059	NA	NA	1415	0.33	46	5.88	9	NA	1439	2.57	NA	1	11.7	40	12.5	210
320060	NA	NA	245	0.34	8	NA	NA	NA	252	2	NA	2	NA	9	11.6	39
320061	9	NA	1520	0.31	236	3.37	38	0.86	1564	1.5	NA	6	10.5	49	12.5	212
320062	NA	NA	353	0.34	NA	NA	NA	NA	360	2	NA	2	NA	12	10.3	56
320063	28	92.62	3418	0.51	631	2.41	81	1.75	3448	1.79	14.8	63	10.5	131	12.7	148
320065	10	NA	1958	0.3	299	5.37	50	0.81	2038	1.6	NA	22	11.7	60	11.8	82
320067	NA	NA	223	0.34	NA	NA	NA	NA	235	2.01	NA	6	NA	13	12.6	26
320070	NA	NA	207	0.34	NA	NA	NA	NA	218	2.02	NA	1	NA	6	NA	13
320074	6	NA	1109	0.32	336	3.46	21	NA	1134	2.01	NA	4	11.3	35	9	79
320084	3	NA	1084	0.32	37	4.48	10	NA	1141	2.18	NA	12	14.3	52	14	116
320085	97	131.62	6111	0.61	2305	3.6	205	1.18	6486	1.5	15.7	249	15.7	236	12.6	343
320086	20	NA	1270	0.49	489	5.34	76	0.75	1326	2.52	NA	20	10.3	123	11.6	75
320089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
321300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	11.5	88
321301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	21	12.4	45
321302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	11	13	33
321304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	20	NA	23
321305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	10.3	50	14	122
321306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	12.1	43	14.4	69
321307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	9.5	47	12.8	79
321308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	12.5	25	11.6	55
330003	20	NA	3782	0.32	852	3.42	195	1.35	3836	1.46	15.5	53	14.8	219	13.8	289
330004	50	129.82	8333	0.17	1055	4.77	234	2.61	8567	1.32	16.2	191	13.1	427	13.8	452
330005	367	140.94	33815	0.42	10372	4.6	1134	0.96	35437	1.7	15.2	669	12.1	1026	13.2	745
330006	16	NA	5377	0.27	625	4.11	69	0.79	5519	1.18	13.4	51	11.9	187	11	166
330008	4	NA	1277	0.3	146	5.05	28	0.85	1348	1.9	NA	19	12.2	61	13.8	105
330009	43	150.98	7920	0.16	733	5.17	100	0.72	8164	1.6	14.6	57	10.7	146	12.7	120
330011	98	86.27	9486	0.27	2090	1.78	330	0.39	9726	1.34	13.8	245	13.4	431	13.2	539
330013	280	146.89	15997	0.34	6859	3.89	913	0.21	17102	1.39	15.9	317	9.3	322	9.8	217
330014	57	136.82	9820	0.22	1053	5.48	134	2.49	10144	0.57	15.1	301	10.4	335	13.9	173
330019	25	125.67	7954	0.22	915	3.68	142	0.65	8397	0.91	15.6	153	11	488	12.3	267
330023	103	130.16	15312	0.3	2814	2.55	465	0.87	16383	1.79	14.4	493	11.1	1067	11.7	726
330024	545	132.33	38607	0.47	16535	5.01	1813	0.66	41203	2.71	12.8	392	9.3	1117	9.8	884
330027	44	158.88	7117	0.68	718	6.16	82	1.74	7474	0.8	15.8	77	13.9	187	13.4	142
330028	42	135.69	7775	0.24	1127	6.05	244	1.3	8075	1.87	14.6	107	10.6	162	12.5	231
330030	10	NA	2365	0.47	286	5.17	68	0.74	2430	2.62	13.6	46	13.1	126	12.7	161
330033	4	NA	1691	0.39	208	5.89	29	0.86	1755	1.77	16	66	12	121	12.2	148
330037	5	NA	1187	0.3	137	3.98	26	0.87	1227	1.88	15	29	13.8	88	10.8	108
330043	67	134.12	10323	0.19	2399	6.94	243	1.12	10764	1.1	12	249	12.9	519	12.4	398
330044	73	163.93	12666	0.27	2312	2.68	307	1.66	13273	3.98	17.5	188	12.8	557	11	625
330045	118	115.57	15352	0.38	3033	4.84	363	0.97	16076	0.81	16.6	322	10.8	886	11.8	783
330046	249	120.87	20963	0.35	4724	7.05	517	1.29	22018	2.04	13	378	9.9	512	9.6	526
330047	15	NA	4578	0.21	581	2.44	86	0.69	4761	1.55	15.5	121	11.3	344	11.5	232
330049	19	NA	2433	0.27	855	3.09	63	0.76	2466	2.15	13.5	44	11.6	148	12	108
330053	4	NA	1399	0.51	159	5.11	42	3.11	1416	1.4	16	36	13.1	99	12.4	127
330055	170	128.84	23938	0.21	4963	5.1	631	0.33	25114	1.33	14.6	408	10	1106	12.5	991
330056	56	134.52	8440	0.29	1176	6.14	237	2.01	8730	1.77	15.5	118	10.3	251	12.2	203
330057	174	120.03	16350	0.46	5923	3.55	802	0.27	17981	1.79	14.9	468	10.8	713	8.3	640
330058	22	NA	2718	0.26	522	4.46	99	0.73	2720	1.36	17.1	48	16.3	146	14.3	116
330059	582	91.13	47733	0.3	9438	9.12	1021	1.39	49937	1.68	11.1	480	8.9	1144	8.6	792
330061	48	151.82	7730	0.36	1153	8.02	198	1.36	7947	1.03	11.8	111	11.6	416	11.8	391
330064	39	109.69	4324	0.55	803	5.53	139	0.63	4737	1.77	14.7	63	10.6	146	13.2	274
330065	15	NA	3831	0.23	417	3.87	64	0.74	3923	1.63	17.2	41	11.9	126	11.2	110
330067	72	126.63	5216	0.22	1588	2.81	184	1.34	5363	1.28	14.6	45	11.8	128	12.9	192
330073	17	NA	2768	0.27	332	3.06	52	0.82	2865	1.23	16	49	12.2	173	11.5	168
330074	8	NA	2424	0.28	388	3.85	41	0.84	2536	2.19	15.6	46	12.9	112	13.5	170
330078	149	108.03	11062	0.52	3476	5.29	512	0.39	11320	2.09	16.7	141	9.6	433	11.4	254
330079	17	NA	2124	0.36	547	2.34	64	0.79	2238	3.54	15.4	56	11.1	113	12.3	102
330080	36	141.69	7073	0.31	704	8.54	126	0.68	7251	1.18	15.9	86	9.6	86	12.5	102
330084	6	NA	2448	0.3	236	3.4	63	0.78	2549	2.2	14.9	59	12	113	13.7	133
330085	12	NA	3287	0.24	425	3.06	119	1.62	3596	3.53	16	98	11.2	269	13.6	259
330086	8	NA	2600	0.36	313	5.37	44	0.82	2678	1.83	14.1	39	12.7	96	11.5	76
330088	11	NA	1864	0.48	206	4.35	44	0.82	1923	1.73	14	42	11	74	11.9	137
330090	84	123.76	7883	0.2	2320	3.89	219	1.29	8334	2.37	13	319	12.3	321	9.1	477
330094	34	108.76	5177	0.74	727	3.9	152	2.22	5470	3.37	14.2	140	13.5	279	12.4	286
330096	7	NA	1520	0.31	153	6.31	55	0.77	1563	2.69	16.4	30	12.5	106	15.2	114
330100	NA	NA	296	0.33	232	3.86	NA	NA	296	1.85	NA	NA	NA	NA	NA	NA
330101	1104	100.66	56182	0.28	23589	3.95	2349	0.71	62005	2.17	10.9	869	8.3	1857	7.8	1385
330102	52	130.69	4201	0.4	1121	2.95	122	0.57	4153	1.76	16	114	11.3	240	11.9	99
330103	35	137.69	5902	0.33	784	5.65	173	0.6	6074	0.79	17.3	119	11.1	291	11.7	291
330104	62	120.97	9945	0.15	1561	3.61	260	1.14	10482	1.21	14.7	137	11.4	457	13.7	522
330106	531	94.22	39505	0.28	12869	11.19	1804	0.71	42769	1.65	13	650	13.5	1285	9.7	1200
330107	39	123.68	6944	0.2	1215	2.47	199	1.29	7224	1.31	15.2	140	12.8	347	13.5	235
330108	14	NA	3657	0.38	348	3.83	33	0.84	3743	1.41	15.5	55	10.4	125	10.6	356
330111	NA	NA	694	0.33	16	NA	4	NA	723	1.88	NA	19	11.8	52	10.9	108
330115	20	NA	2021	0.26	421	3.44	140	0.62	2111	1.29	NA	18	13.5	106	15.3	156
330119	431	83.06	18759	0.57	8220	12.96	725	1.44	19952	1.91	12.8	265	8.6	521	10.6	525
330125	216	130.16	20794	0.24	6854	4.35	764	0.88	22024	3.12	12.9	380	10.3	630	10.6	274
330126	120	118.63	15964	0.79	2983	3.39	327	0.41	16511	1.37	12.9	387	10.7	725	12.4	810
330127	39	92.88	6129	0.26	755	4.49	105	0.68	6399	2.16	17.2	68	9.9	132	11.8	80
330128	29	131.04	7003	0.18	718	4.96	80	1.72	7539	1.63	16.7	135	13.3	169	11.3	205
330132	NA	NA	1288	0.73	153	5.11	9	NA	1334	1.73	NA	20	11.8	83	14.5	104
330135	26	133.98	3290	0.22	449	3.02	63	0.77	3401	0.97	13.3	66	9.7	177	9.1	140
330136	97	117.99	7677	0.24	2731	5.18	335	0.41	8205	1.64	14.5	229	13	329	10.4	273
330140	330	110	19979	0.59	7763	2.61	868	0.84	22339	3.44	13.8	793	12.4	1046	10.7	1342
330141	97	134.3	14796	0.34	1697	4.46	299	1.09	15318	1.08	15.6	351	10.1	595	11.4	744
330144	NA	NA	967	0.32	11	NA	6	NA	997	1.81	NA	23	12.8	63	11.7	96
330151	10	NA	1637	0.56	179	4.69	60	1.83	1714	2.59	14.8	48	13	67	12.2	159
330153	108	162.87	12679	0.38	3446	3.36	485	1.21	13528	1.72	17	536	12.6	789	13.3	536
330157	36	128.43	5264	0.34	998	2.31	135	0.58	5421	1.98	15.9	95	12	355	11.4	279
330158	108	128.52	9098	0.21	2255	2.67	237	1.17	9810	0.93	13.7	470	9.8	427	9.9	330
330160	185	133.95	22567	0.2	4847	12.82	537	1.15	24176	0.84	16.4	460	10.1	601	12.6	503
330162	59	116.76	6766	0.31	1729	3.18	274	1.23	6823	1.32	16.6	95	10.9	328	9.2	360
330163	13	NA	4107	0.39	380	5.01	103	0.71	4218	1.49	15	143	12.2	217	15.3	301
330164	140	164.44	10194	0.32	3482	3.98	447	1.1	10396	2.51	16.5	64	15.2	280	15.4	282
330166	NA	NA	118	0.34	NA	NA	NA	NA	122	2.01	NA	1	NA	6	NA	17
330167	212	110.2	23253	0.27	7717	5.69	955	0.58	24905	1.26	14.5	437	11.1	961	11.9	765
330169	281	146.51	34344	0.3	7826	5.14	894	0.59	35631	1.68	14.4	565	10.4	1126	11.2	1119
330175	9	NA	3779	0.32	380	4.02	109	0.66	4034	1.89	14.1	56	9.4	222	9.8	380
330177	NA	NA	877	0.33	26	4.56	8	NA	884	1.8	NA	19	13.9	89	11.9	63
330180	24	NA	3934	0.39	566	5.33	172	0.63	4123	1.02	16	78	11.9	181	9.9	253
330181	67	96.36	8216	0.25	1953	8.43	169	0.59	8333	1.35	15.9	155	12.3	432	10	335
330182	305	113.63	20150	0.24	11314	3.75	678	0.26	23235	1.27	12.3	624	9.6	1358	10.9	485
330184	45	110.98	7327	0.37	1266	6.64	178	3.44	7462	1.86	14	164	13.9	330	11.1	236
330185	68	130.38	10760	0.24	1750	4.11	332	1.01	11417	0.72	12.3	309	11.2	623	9.8	511
330188	23	NA	3569	0.21	593	4.7	96	1.52	3694	2.27	16.4	125	9.8	242	11.9	188
330191	93	129.97	10262	0.29	1925	2.92	269	0.46	10731	1.43	13.9	292	11.7	505	10.6	452
330193	43	124.05	8659	0.29	1193	6.28	224	0.57	8814	1.22	17.3	164	13.8	322	13.5	334
330194	195	109.82	24392	0.32	5900	8.61	471	0.35	26320	1.8	11.2	807	8.2	1388	7.7	808
330195	294	96.6	21263	0.29	7224	3.8	841	0.63	22539	1.79	14	248	10.3	733	13.4	395
330196	42	160.53	10707	0.21	895	9.67	118	1.57	11029	1.01	14.3	184	9.9	525	10.8	245
330197	28	114.16	2708	0.53	487	2.87	100	0.65	2808	2.05	17.2	37	12.1	146	10.3	220
330198	115	138.72	18161	0.48	3701	4.46	523	0.36	18927	0.85	14.4	406	11.1	771	12.1	503
330199	10	NA	2804	0.3	271	6.04	43	0.84	2867	1.48	13.1	33	10.1	33	11.1	32
330201	42	106.73	7455	0.2	890	4.13	117	0.64	7747	0.8	14.2	45	8	197	9.1	232
330202	36	113.58	5320	0.33	488	5.11	97	0.7	5690	2.37	15.4	36	10.7	115	13.3	87
330203	142	147.03	13971	0.36	3914	5.63	646	0.82	14452	3.46	15.3	208	11.8	602	13.7	514
330204	35	145.07	5835	0.27	1125	4.92	154	0.61	6218	2.39	14.1	70	10.7	120	10	94
330205	19	NA	2109	0.26	323	2.78	67	0.76	2185	2.39	14.9	55	11.2	158	9	164
330208	65	108.42	9536	0.15	1335	3.57	210	1.26	10090	0.76	15.6	106	10.6	573	11	400
330211	15	NA	2444	0.3	296	3.07	51	0.78	2525	1.37	14.4	64	10.8	108	12.4	172
330213	NA	NA	1179	0.3	153	3.52	40	0.83	1226	1.49	16.2	34	11.3	60	9.7	111
330214	558	76.24	21619	0.54	10979	10.07	908	0.88	23484	1.9	9.4	287	7.7	824	7.5	569
330215	23	NA	3502	0.35	461	3.06	154	0.6	3656	1.7	15.2	70	11.1	283	12.7	228
330218	20	NA	3909	0.32	323	4.56	99	0.69	4114	1.44	14.4	147	13.7	225	13.1	343
330219	125	151.69	7010	0.43	2333	3.98	193	2.04	7333	1.03	14.4	101	11.8	142	12.1	78
330221	52	125.45	8941	0.38	1354	6.31	164	1.36	9224	1.06	13.7	146	9.4	220	9.8	211
330222	61	123.39	6282	0.21	1141	9.2	170	0.6	6438	2.94	16.5	125	13.3	336	10.7	363
330223	NA	NA	2265	0.3	156	3.57	31	0.89	2313	2.68	13.7	42	14.3	191	14.7	174
330224	25	115.8	3516	0.3	1002	3.87	130	0.65	3717	1.07	13.9	34	11.5	140	12.2	111
330225	12	NA	3891	0.23	289	5.08	59	0.76	3984	1.39	16.8	32	11.3	174	13.7	240
330226	121	114.14	11060	0.11	3177	5.86	228	0.58	11038	0.95	13.7	135	12.5	282	10	219
330229	6	NA	1341	0.31	294	5.19	40	0.83	1402	1.79	NA	20	10.9	74	12	116
330231	12	NA	4363	0.2	199	6.35	77	1.81	4461	1.83	13.8	33	10.3	111	11.9	76
330232	41	107.43	4779	0.36	858	2.38	134	1.4	4852	1.22	14	61	12	210	13.6	161
330233	51	148.89	7464	0.25	1084	10.83	133	0.62	7692	0.6	16.6	140	10.3	246	12.8	105
330234	202	127.01	8555	0.26	4138	7.04	393	0.43	9653	1.61	13.1	269	9.8	245	12.9	110
330235	18	NA	4829	0.27	516	2.27	116	0.66	5064	1.04	14.5	179	14.1	405	12.5	396
330236	176	125.19	19721	0.29	4927	5.65	483	1.4	20648	1.26	14.7	239	10	748	9.8	525
330238	12	NA	1689	0.56	220	5.64	44	0.83	1712	1.76	NA	18	11.6	117	10.5	133
330239	31	95.02	4394	0.38	712	3.85	142	2.3	4535	1.66	17.5	166	12.2	318	11.8	278
330240	19	NA	3245	0.42	285	5.16	77	0.75	3335	1.15	NA	23	10.8	52	11.9	51
330241	216	131.83	10552	0.42	3332	4.58	401	0.9	11276	2.42	20	199	12.7	337	10.3	305
330245	65	150.44	10589	0.25	3780	2.32	325	2.14	11505	2.75	16.4	234	12.2	640	11.1	503
330246	39	116.98	4534	0.32	1186	3.27	98	1.72	4705	2.18	14.9	45	9.3	130	12	163
330249	12	NA	1784	0.29	770	3.57	25	0.87	1723	1.53	NA	19	12.2	72	13.5	145
330250	97	141	8862	1.01	2331	5.95	300	1.04	9403	2.55	12.3	399	9.1	514	9.7	587
330259	78	147.84	7444	0.32	1322	8.29	252	0.49	7880	1.23	14.3	110	12.5	253	15.9	248
330261	44	114.69	6129	0.18	1323	3.07	153	0.64	6376	2.1	14.4	107	12.7	323	10.9	262
330263	4	NA	1203	0.39	43	4.45	13	NA	1241	1.62	NA	19	12.3	100	13	94
330264	58	134.46	9355	0.14	1497	2.23	186	0.55	9775	1.12	14.7	350	10.5	556	11.5	459
330265	17	NA	1901	0.27	364	3.01	39	0.85	1966	2.41	NA	22	13.1	104	10.5	162
330267	48	119.1	6218	0.26	926	3.76	172	1.3	6390	0.96	13.3	238	10.8	435	10.5	344
330268	NA	NA	591	0.32	NA	NA	NA	NA	605	1.94	NA	12	10.1	77	10.1	117
330270	323	57.73	11898	0.26	11685	5.06	NA	NA	10658	1.78	NA	NA	NA	NA	NA	NA
330273	40	128.05	6444	0.19	1298	3.26	185	0.6	6648	1.73	14.8	101	10.4	372	11.5	268
330276	10	NA	2553	0.56	196	17.07	40	0.83	2651	1.72	16	70	16.8	144	14.2	177
330277	10	NA	3750	0.25	431	4.35	48	0.82	3858	1.06	14.6	53	12.6	268	8.6	218
330279	182	111.84	12293	0.3	3858	4.95	507	1.69	12957	2.78	15.5	332	10.9	377	11.7	193
330285	283	162.93	18010	0.3	6959	5.34	954	0.46	19187	3.32	13.6	232	12.6	368	10.5	182
330286	136	116.84	18471	0.33	3857	4.68	627	0.32	19739	1.34	14.3	333	9.9	827	12.2	794
330304	107	113.53	11029	0.25	2153	8.18	401	1.55	11418	0.79	13	231	10.1	490	11.5	708
330306	142	127.25	12606	0.39	2481	5.98	375	1.41	13519	1.8	14.1	297	10.2	443	10.5	298
330307	38	123.19	3868	0.49	758	3.74	115	0.67	4052	2.9	13.4	149	17.2	199	12.7	296
330316	28	112.24	5074	0.37	739	7.54	146	1.4	5157	0.66	16.1	57	8.2	247	12.9	227
330331	91	102.88	12786	0.15	2308	7.33	365	1.45	12972	3.38	14.4	215	11.6	593	10.6	485
330332	45	135.07	8358	0.19	1130	4.81	198	1.33	8603	0.86	18.2	169	12.6	481	12.3	303
330340	24	NA	5190	0.39	835	3.43	148	0.63	5384	1.67	14.1	76	11.9	193	9.3	366
330350	65	171.01	8282	0.25	1515	5.55	192	1.46	8626	2.1	13	189	8.2	375	11.5	185
330353	88	135.01	11925	0.47	1650	4.44	257	2.49	12326	0.88	13.4	165	12.2	324	11.8	729
330372	25	129.74	9019	0.27	1201	5.17	192	0.57	9220	0.88	14.2	107	12.7	347	12.1	281
330385	4	NA	1798	0.29	52	5.2	13	NA	1846	1.63	NA	23	11.5	29	10.4	30
330386	28	89.62	3477	0.23	448	3.74	95	2.54	3712	2.74	15.6	80	10.2	191	11.7	238
330393	296	108.43	17538	0.36	5585	11.35	581	0.33	18737	1.82	13.2	738	10.1	608	10.3	434
330394	191	109.97	12316	0.16	3966	3.34	392	0.37	12664	1.99	16.1	557	15.7	606	14.2	630
330395	23	NA	6258	0.83	726	8.04	124	0.65	6406	2.09	15	72	10.7	202	11.6	171
330396	12	NA	3830	0.28	280	4.08	82	0.73	3914	1.88	16	46	9.6	109	12.5	68
330397	16	NA	3640	0.31	416	2.63	55	0.81	3769	1.33	16.7	27	11.5	87	11.3	52
330399	26	138.48	6297	0.3	572	5.97	99	0.69	6447	1	16.4	45	9.8	81	12.2	123
330401	70	110.25	11462	0.27	1836	4.69	274	0.48	11899	1.06	13.4	276	12	621	14.2	535
330403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
330404	NA	NA	1516	0.33	NA	NA	NA	NA	1520	1.95	NA	NA	NA	NA	NA	NA
330405	NA	NA	1033	0.33	NA	NA	NA	NA	1034	1.97	NA	NA	NA	NA	NA	NA
330406	NA	NA	823	0.34	NA	NA	NA	NA	835	1.99	NA	NA	NA	NA	NA	NA
331301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12
331302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	11.1	36	9.8	81
331303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	15	NA	16
331304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	21	9.1	76
331305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	11.3	43	12.7	60
331306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	16	12.1	60
331307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	11	11.3	25
331309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	17	11	38
331310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	10.5	44	11.8	51
331311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	12.7	91	14.3	182
331312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	10.2	44	11.3	74
331313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.4	25	11.6	49	14	144
331314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	14.6	34	14.8	41
340001	319	114.95	19614	0.35	4857	7.19	625	1.06	20363	1.54	14.1	533	11.7	893	10.5	902
340002	529	112.11	35000	0.3	13906	2.74	1453	0.85	36316	1.62	13.7	1322	12.7	1301	9.9	1082
340003	19	NA	3426	0.4	551	4.6	109	0.66	3524	1.16	15.7	37	8.8	240	9.5	188
340004	127	127.84	10607	0.24	2501	6.13	253	1.21	11177	1.28	14.8	339	11.7	499	12.4	497
340008	41	109.79	5445	0.22	737	5.06	121	0.7	5586	1.76	14.1	108	10.4	333	10	199
340010	79	130.32	10935	0.28	2143	4.27	316	2.04	11118	2.58	16.9	131	11.3	557	13.4	360
340011	21	NA	2202	0.3	278	4.35	34	0.84	2287	1.44	14.5	31	11.3	95	12	222
340013	37	119.72	5283	0.36	961	2.36	163	2.32	5435	2.17	15	99	13.9	264	12.3	298
340014	463	105.36	25610	0.3	7846	4.66	912	0.84	26969	2.36	15.2	549	11.1	890	12.5	856
340015	114	92.6	6721	0.3	1609	7.56	121	0.61	6841	1.47	16.1	270	12.6	285	15.8	528
340016	62	116.27	3069	0.44	765	5.78	79	1.78	3170	1.98	14.6	34	13.6	116	10.9	220
340017	64	95.54	7859	0.15	2278	3.16	259	0.43	8056	1.27	15.3	161	12.3	336	10.2	365
340020	29	131.07	5348	0.22	708	4.46	190	3.65	5501	2	15.5	60	12.6	316	15.5	298
340021	54	115.3	8822	0.27	1868	4.01	331	0.43	9132	2.84	17.7	143	12.9	429	15.3	397
340023	63	89.37	2768	0.26	591	8.08	78	0.72	2838	2.47	15.7	46	11.7	117	12.8	197
340024	28	113.28	3453	0.33	475	4.09	81	0.77	3533	3.08	15.4	40	9.9	275	9.5	203
340027	61	110.14	9133	0.27	1238	4.68	244	1.21	9507	1.02	17.9	259	10.5	563	12.9	448
340028	280	121.73	21346	0.37	5306	5.26	572	0.73	23006	1.92	14.1	582	10.7	1070	12.4	662
340030	704	134.72	24057	0.27	11522	3.04	1504	0.75	26857	1.45	14.5	560	11.5	730	8.9	369
340032	204	91.46	19428	0.19	4105	2.95	379	2	19685	2.91	14.4	553	12	923	13.8	985
340036	4	NA	1329	0.31	49	5.81	13	NA	1345	2.96	NA	7	11.7	85	13.6	89
340037	11	NA	1922	0.29	162	3.62	46	0.77	1975	1.57	15.1	37	13.2	82	15.6	85
340039	67	93.11	8341	0.16	1533	4.68	163	0.63	8587	0.89	13.9	143	10.9	414	13.2	443
340040	439	143.04	28266	0.46	10096	4.14	1347	1.62	30306	5.01	13.5	1084	12.9	1134	12.2	633
340041	57	100.45	3140	0.25	869	3.74	92	0.73	3241	1.93	14.5	47	12	142	12.6	255
340042	25	122.14	5115	0.38	589	3.57	142	1.46	5292	1.78	16.2	47	11.3	316	14.3	365
340047	475	171.52	25895	0.23	8843	5.18	1403	0.63	27297	1.43	14.5	460	11.2	651	13.1	501
